id,title,year,reference,authors,keywords,format
675,Restoration of degraded coastal grasslands in the Falkland Islands.,1997,"Conference XVIII International Grassland Congress, Winnipeg, Manitoba (Canada), 8-19 Jun 1997. (World Meeting Number 972 0174).","Kerr, A., Fuller, J., McAdam, J.H.","Grassland, Falkland islands, Tussac grass, Tussock garss, Development",Scientific Paper
684,Reminiscences of forestry and Horticulture in the Falkland Islands,1984,Scottish Forestry. 38 pp 185-188,"Knight, F.P.","Forestry, Agriculture, Falkland islands",Scientific Paper
686,Control of gorse in hill country: An economic assessment of chemical and biological methods,1988,"Agricultural Systems, 26, pp. 35-49.","Krause, M.A., Beck, A.C., Dent, J.B.","Gorse, Economic assessment, Chemical control, Biological control",Scientific Paper
693,"Effects of management practices on narrow-leaved snow tussock, Chinochloa rigida",1965,"New Zealand Journal of Botany, 3, pp. 300-319.","Mark, A.F.","Management, Narrow-leaved snow tussock, Chinochloa rigida, Grass",Scientific Paper
695,"Palaeoenvironments and palaeoclimates of Tierra del Fuego and southernmost Patagonia, South America",1993,"Palaeogeography, Palaeoclimatology, Palaeoecology. 102: (1-2): 53-68","Markgraf, V.","Palaeoenvironments, Palaeoclimates, Tierra del fuego, Patagonia, South america",Scientific Paper
699,Summer and winter grazing of Tussac grass (Parodiochloa flabellata) a sustainable cool temperate forage resource.,1992,"Proceeding of the 14th General Meeting of the European Grassland Federation, Finland. pp 673-675","McAdam, J.H., Walton, D.W.H.","Grazing, Tussac grass, Parodiochloa flabellata, Forage, Poa flabellata, Tussock grass",Scientific Paper
700,The effect of lime and phosphate on soils and sown species in the Falkland Islands,1981,"Journal of Agricultural Science, Cambridge 96 pp 89-97","McAdam, J.H.","Reseeding, Grass species, Clover, Lime, Fertiliser, Development",Scientific Paper
701,The introduction of Holcus lanatus by direct drilling following burning of native grassland in the Falkalnd Islands,1984,Research and Development in Agriculture 1(3): 165-169,"McAdam, J.H.","Reseeding, Fertiliser, Yorkshire fog, Holcus lanatus, Grassland, Whitegrass, Burning",Scientific Paper
702,Disorders of Tussock Grass.,1985,"Newsletters from the Falkland Islands Foundation, No 4, pp. 5-7.","McAdam, J.H.","Tussock grass, Falkland islands, Tussac grass, Parodiochloa / poa flabellata",Scientific Paper
703,Recent developments in Falkland Islands agriculture.,1985,Interciencia. 9 pp 307-310,"McAdam, J.H.","Agriculture, Falkland islands, Farming, Subdivision, Development",Scientific Paper
705,Growth and production of a Cortaderia pilosa (Gramineae) community in the Falkland Islands.,1986,"Grass and Forage Science, 41, pp. 281-287.","McAdam, J.H.","Cortaderia pilosa, Production, Falkland islands, Grassland",Scientific Paper
706,The contribution of settlement schools to pasture improvement studies in the Falkland Islands.,1987,Agricultural Progress. 62 pp 97-104,"McAdam, J.H.","Schools, Pasture, Falkland islands, Reseeding, Seeds, Rural development",Scientific Paper
710,"Agricultural Research and Development in the Falkland Islands: Past, Present and Future.",1993,"In: Spafford, R.N.  (ed.)  The Falkland Islands Association, Cambridge Seminar, April 1991:  The Falkland Islands in the 1990s, Falkland Island Association, pp. 41-46.","McAdam, J.H.","Agriculture, Falkland islands, Subdivision, Development, Grassland, Diversification",Scientific Paper
712,Uncontrolled Grazing and Vegetation Removal in the Falkland Islands,1980,Environmental Conservation 7 pp 201-202,"McAdam, J.H.","Sandgrass, Erosion, Cape pembroke, Ammophila arenaria, Grazing, Grassland",Scientific Paper
716,Effects of liming and fertilization on forage yield and vegetation in dry heath soils from Tierra del Fuego.,1995,"Journal of Plant Nutrition, 18 (3), pp. 401-420.","Mendoza, R.E., Collantes, M.B., Anchorena, J., Cainzos, S.","Liming, Fertilization, Forage yield, Soils, Tierra del fuego, Heath",Scientific Paper
721,Southern oceanic wet-heath lands (including magellanic moorland).,1979,"In R.L. Specht (Ed) Heathlands and Related shrublandds of the world, A Descriptive study. Elsevier, Amsterdam Ch 23 pp489-497","Moore, D.M.","Vegetation, Flora",Scientific Paper
728,Floristic changes related to grazing intensity in a Patagonian shrub steppe.,1997,"Ecography, 20, pp. 400-406.","Perelman, S.B., Leon, R.J.C., Bussacca, J.P.","Flora, Grazing, Patagonia, Shrubs, Steppe.",Scientific Paper
742,Hepatic pigmentation in sheep of the Falkland Islands,1980,"2nd International Symposium of Veterinary Laboratory Diagnosticians, Lucerne/Switzerland, 1, paper no. 22, pp. 71-73.","Rowland, A.C., Whitley, R.S.","Disease, Liver, Sheep, Falkland islands, Agriculture, Farming",Scientific Paper
743,Changes in the Falkland Islands since the Conflict of 1982.,1994,"Geography, 79, 2, pp. 172-176.","Royle, S.A.","Subdivision, Development, Farming",Scientific Paper
746,Resource partitioning between shrubs and grasses in the Patagonian steppe.,1989,Oecologia. 81: 501-505,"Sala, O.E., Golluscio, R.A., Lauenroth, W.K., Soriano, A.","Shrubs, Grasses, Patagonia, Steppe.",Scientific Paper
750,Growth and reproduction of dwarf shrubs in a subarctic plant community: annual variation and above-ground interactions with neighbours,1995,"Journal of Ecology, 83, pp. 263-275.","Shevtsova, A., Ojala, A., Neuvonen, S., Vieno, M., Haukioja, E.","Growth, Reproduction, Dwarf shrubs, Subarctic plants",Scientific Paper
752,The occurrence of Empetrum rubrum Vahl ex Willd. On South Georgia.,1973,"British Antarctic Survey Bulletin, 33 & 34: 173-176.","Smith, R.I.L.","Diddle dee, South georgia",Scientific Paper
761,Effects of nitrogen supply on the seasonal re-mobilization of nitrogen in Ulex europaeus,1995,"New Phytologist, 130, pp. 557-563.","Thornton, B., Millard, P., Tyler, M.R.","Nitrogen, Ulex europaeus",Scientific Paper
763,The cultivation of Tussac grass.,1985,Falkland Islands Journal: 38-42,"Walton, D.W.H.","Tussac grass, Tussock grass, Poa / parodiochloa flabellata, History",Scientific Paper
764,Tussac grass - A case for conservation and agronomy.,1990,"Natural Environment Research Council News, July 1990, pp 16","Walton, D.W.H., McAdam, J.H.","Tussac grass, Conservation, Agronomy, Wildlife, Tussock grass, Poa / parodiochloa flabellata, Farming",Scientific Paper
765,Tussac grass (Paradiochloa flabellata): a potentially valuable forage for winter grazing in the Falkland Islands. 1. Past use and Management.,1994,Proceedings of the XVII International Grassland Congress 1993. pp 1796-1798,"Walton, D.W.H., McAdam, J.H., Kerr, J.A.","Tussac grass, Paradiochloa flabellata, Forage, Falkland islands, Tussock grass, Poa flabellata, History, Farming",Scientific Paper
767,European weeds and other alien species in the Subantarctic.,1975,"Weed Research, 15, pp. 271-282.","Walton, D.W.H.","Flora, Plants, Subantarctic",Scientific Paper
769,"Ecological studies on reproduction and establishment of the woody weed, Groundsel Bush (Baccharis L.: Asteraceae)",1975,"Australian Journal of Agricultural Research, 26, pp. 855-870.","Westman, W.E., Panetta, F.D., Stanley, T.D.","Ecology, Reproduction, Establishment, Woody weed, Groundsel bush, Baccharis, Asteraceae",Scientific Paper
772,"Conservation of the threatened shrub Hebe cupressoides (Scrophulariaceae), Eastern South Island, New Zealand.",1997,"Biological Conservation, 82, pp. 193-201.","Widyatmoko, D., Norton, D.A.","Conservation, Threatened shrub, Shrubs, Hebe cupressoides, Scrophulariaceae, New zealand.",Scientific Paper
778,Soil acidity factors and growth of white clover (Trifolium repens L.) in acid hill soils.,1985,"Soil Use and Management. 1,2, pp 66-69","Wood, M., Cooper, J.E.","Soil acidity, White clover, Trifolium repens, Soil, Falkland islands",Scientific Paper
779,A suspected case of grass sickness in the Falkland Islands.,1991,"The Veterinary Record, 128, pp. 359-360.","Woods, J.A., Gilmour, J.S.","Grass sickness, Falkland islands, Disease, Livestock",Scientific Paper
780,Farming in the Falkland Islands.,1972,"Scottish Agriculture, 51 (3), pp. 343-349.","Young, C.D.","Farming, Falkland islands",Scientific Paper
782,The ecology of gorse and its relevance to New Zealand forestry.,1976,"In: The use of herbicides in forestry in New Zealand. New Zealand Forest Service, Forest Research Institute Symposium. 18: 63-70","Zabkiewicz, J.A.","Ecology, Gorse, New zealand, Forestry.",Scientific Paper
788,"Differences in environmental response between the sexes of the dioecious shrubs, Baccharis halimifolia (Compositae)",1990,"Oecologia, 83, pp. 176-181.","Krischik, V.A., Denno, R.F.","Environment, Sexes, Shrubs, Baccharis halimifolia, Compositae",Scientific Paper
789,Forage shrubs in North Island hill country: I. Forage production.,1989,"New Zealand Journal of Agricultural Research, 32, pp. 477-484.","Lambert, M.G., Jung, G.A., Costall, D.A.","Forage, Shrubs, North island, Hill country, Forage production.",Scientific Paper
790,Forage shrubs in North Island hill country: II. Sheep and goat preferences,1989,"New Zealand Journal of Agricultural Research, 32, pp. 485-490.","Lambert, M.G., Jung, G.A., Fletcher, R.H., Budding, P.J., Costall, D.A.","Forage, Shrubs, North island, Hill country, Sheep, Goats",Scientific Paper
791,Forage shrubs in North Island hill country: III. Forage digestibility,1989,"New Zealand Journal of Agricultural Research, 32, pp. 491-498.","Lambert, M.G., Jung, G.A., Harpster, H.W., Budding, P.J., Wewala, G.S.","Forage, Shrubs, North island, Hill country, Digestibility",Scientific Paper
812,Factors affecting maternal expenditure in Southern Elephant Seals during lactation.,1997,"Ecology, 78 (2), pp. 471-483.","Arnbom, T., Fedak, M.A., Boyd, I.L.","Birth mass, Lactation, Mass change and transfer, Maternal expenditure, Mirounga leonina, Parental investment, Reproduction, Elephant seal, Weaning mass.",Scientific Paper
814,Mammals on Islands,1975,New Scientist: 21 Aug 1975: 422-425,"Bourne, W.R.P.","Mammals, Falkland islands",Scientific Paper
816,Man-made dogs,1977,"Science, 197: 1340-1343","Clutton-Brock, J.","Warrah, Falkland fox, Fauna",Scientific Paper
817,"Demography and breeding biology of a small, localized population of southern elephant seals (Mirounga Leonina).",1999,"Marine Mammal Science, 15(1), pp. 159-178.","Galimberti, E., Boitani, I.","Southern elephant seal, Mirounga leonina, Demography, Breeding biology, Falkland islands.",Scientific Paper
818,Marking of southern elephant seals with passive integrated transponders.,2000,"Marine Mammal Science, 16 (2): 500-504","Galimberti, E., Sanvito, S., Boitani, L.","Animal tagging, South atlantic ocean, Mirounga leonina, Falkland islands.",Scientific Paper
824,Rabbit and Fox Introductions in Tierra del Fuego: History and Assessment of the Attempts at Biological Control of the Rabbit Infestation,1983,"Biological Conservation, 26(4): 367-374","Jaksic, F.M., Yanez, J.L.","Rabbit, Fox, Introduction, Tierra del fuego, Assessment, Biological control",Scientific Paper
827,Information on the biology of Commerson's dolphins (Cephalorhynchus commersonii).,1993,"Aquatic Mammals, 19(1): 13-19","Kastelein, R.A., McBain, J., Neurohr, B.","Cephalorhynchus commersonii, Food passage time, Metabolism, Reproduction, Lactation, Swimming behaviour, Commerson's dolphins",Scientific Paper
834,Effects of reindeer on plant communities in the Royal Bay area of South Georgia,1973,"British Antarctic Survey Bulletin, 35, pp. 101-109.","Lindsay, D.C.","Reindeer, Plants, Vegetation, Royal bay, South georgia, Flora",Scientific Paper
837,"Presence of 'Culpeo' (Dusicyon culpaeus) on Hoste Island, Tierra del Fuego. (Precencia del 'Culpeo' (Dusicyon culpaeus) en la Isla Hoster, Tierra del Fuego).",1971,"Apartado de 'Anales del Instituto de la Patagonia', 2 (1-2): 164-165.","Markham, B.J.","Culpeo, Dusicyon culpaeus, Hoster island, Tierra del fuego, Fox, Warrah",Scientific Paper
838,"Aggression and sexual activity of male Southern elephant seals, Mirounga leonina.",1981,"Journal of Zoology, 195(3), pp. 295-310.","McCann, T.S.","Behaviour, Elephant seals, Mirounga leonina",Scientific Paper
842,Continued range expansion of introduced reindeer on South Georgia,1994,"Polar Biology, 14(7), pp. 459-462.","Moen, J., MacAlister, H.","Reindeer, South georgia",Scientific Paper
846,A preliminary report on hepatic pigmentation in Falkland Islands sheep.,1983,"Veterinary Research Communications, 6: 235-240","Rowland, A.C., Whitley, R.S.","Sheep, Falkland islands, Hepatic pigmentation, Liver disease, Liver, Farming",Scientific Paper
850,Sealion survey in the Falklands,1979,"Oryx, 15 (2): 175-184","Strange, I.J.","Status, Sealions, Falkland islands",Scientific Paper
851,Present and potential role of South American Camelids in the high Andes,1988,"Outlook on Agriculture, 17(1): 23-28","Sumar, J.","South american camelids, Andes",Scientific Paper
852,New antecedents on mammals of Magellan (Nuevos antecedentes sobre mamiferos de Magallanes).,1974,"Anales del Instituto de la Patagonia, Punta Arenas (Chile), 5 (1-2): 189-198.","Texera, W.A.","Mammals, Magellanic region",Scientific Paper
853,Distribution and diversity of mammals and birds in Magellanic Province. II. Some ecological notes on Patagonical Channels.,1973,"Apartado de Anales del Instituto de la Patagonia, 4 (1-3), pp. 291-305.","Texera, W.A.","Distribution, Diversity, Mammals, Birds, Magellanic province, Ecology, Patagonical channels.",Scientific Paper
854,Distribution and diversity of mammals and birds in Magellanic Province. IV. Zoogeography of Terrestrial Native Mammals.,1973,"Apartado de Anales del Instituto de la Patagonia, 4 (1-3), pp. 321-333.","Texera, W.A.","Distribution, Diversity, Mammals, Birds, Magellanic province, Zoogeography, Terrestrial native mammals.",Scientific Paper
855,Distribution and diversity of mammals and birds in Magellanic Province. III. Geologic History of the Genus of Terrestrial Native Mammals.,1973,"Apartado de Anales del Instituto de la Patagonia, 4 (1-3), pp. 307-320.","Texera, W.A.","Distribution, Diversity, Mammals, Birds, Magellanic province, Geologic history, Terrestrial native mammals.",Scientific Paper
856,Foraging behaviour and diet of lactating female southern sea lions (Otaria flavescens) in the Falkland Islands.,1998,"Journal of Zoology, 246 (2), pp. 135-146.","Thompson, D., Duck, C.D., McConnell, B.J., Garrett, J.","Sea lion, Otaria flavescens, Falkland islands, Diving, Foraging, Diet, Thermoregulation.",Scientific Paper
873,Despatch from Lieutenant Governor Moody to Lord Stanley.,1842,"In: Thompson, W.H. (ed.) The Falkland Islands Journal, 3, 1964.","Moody, R.C.","Birds, Historical",Scientific Paper
939,The status and conservation of seabirds at the Falkland Islands.,1984,"In: Status and Conservation of the World's seabirds (Eds. Croxall J.P., Evans P.G.H. & Schreiber, R.W.) ICBP: Cambridge. Pp 271-291","Croxall, J.P., McInnes, S., Prince, P.A.","Status, Conservation, Seabirds, Falkland islands, Penguins",Scientific Paper
